Date,Minute,Plant,Forecast_Temp,Forecast_Sky,Power
5/16/2020,1350,A,24.61206653,Clear,0
5/16/2020,1365,A,24.49298086,Clear,0
5/16/2020,1380,A,24.46162507,Clear,0
5/16/2020,1395,A,24.39256807,Clear,0
5/16/2020,1410,A,24.3780212,Clear,0
5/16/2020,1425,A,24.2493468,Clear,0
5/17/2020,0,A,24.17016593,Clear,0
5/17/2020,15,A,24.01153147,Clear,0
5/17/2020,30,A,23.8949484,Clear,0
5/17/2020,45,A,23.936809,Clear,0
5/17/2020,60,A,23.87931507,Clear,0
5/17/2020,75,A,23.75795087,Clear,0
5/17/2020,90,A,23.73213194,Clear,0
5/17/2020,105,A,23.72653607,Clear,0
5/17/2020,120,A,23.5248778,Clear,0
5/17/2020,135,A,23.45815413,Clear,0
5/17/2020,150,A,23.3887412,Clear,0
5/17/2020,165,A,23.26528493,Clear,0
5/17/2020,180,A,23.3172954,Clear,0
5/17/2020,195,A,23.2138916,Clear,0
5/17/2020,210,A,22.9518738,Clear,0
5/17/2020,225,A,22.941931,Clear,0
5/17/2020,240,A,22.86391193,Clear,0
5/17/2020,255,A,22.82215787,Clear,0
5/17/2020,270,A,22.8671814,Clear,0
5/17/2020,285,A,22.74696047,Clear,0
5/17/2020,300,A,22.56799927,Clear,0
5/17/2020,315,A,22.57251407,Clear,0
5/17/2020,330,A,22.5491474,Clear,0
5/17/2020,345,A,22.5879394,Cloudy,0
5/17/2020,360,A,22.69311313,Cloudy,0.001578092
5/17/2020,375,A,22.79481627,Cloudy,0.010850931
5/17/2020,390,A,22.68567307,Cloudy,0.033703537
5/17/2020,405,A,22.94856573,Cloudy,0.066938848
5/17/2020,420,A,23.29249893,Cloudy,0.10557609
5/17/2020,435,A,23.61099233,Clear,0.195178025
5/17/2020,450,A,23.90845814,Clear,0.208754075
5/17/2020,465,A,24.33187667,Clear,0.323873039
5/17/2020,480,A,25.0617614,Clear,0.384786896
5/17/2020,495,A,25.64680373,Clear,0.381230614
5/17/2020,510,A,26.14622593,Clear,0.411156144
5/17/2020,525,A,27.0309326,Clear,0.549895702
5/17/2020,540,A,27.683191,Clear,0.581907187
5/17/2020,555,A,27.98594029,Cloudy,0.432666009
5/17/2020,570,A,28.59910273,Clear,0.601627144
5/17/2020,585,A,29.23562,Clear,0.752021543
5/17/2020,600,A,30.09131267,Clear,0.723246757
5/17/2020,615,A,30.02618813,Clear,0.703352145
5/17/2020,630,A,30.15890107,Clear,0.817050331
5/17/2020,645,A,31.06742553,Clear,0.753330839
5/17/2020,660,A,31.16485807,Clear,0.894275267
5/17/2020,675,A,31.53113,Clear,0.911348141
5/17/2020,690,A,32.31780807,Clear,0.805307542
5/17/2020,705,A,32.5278644,Clear,0.827534609
5/17/2020,720,A,32.49596767,Cloudy,0.640237135
5/17/2020,735,A,32.98554907,Cloudy,0.733869769
5/17/2020,750,A,33.10833713,Cloudy,0.503524075
5/17/2020,765,A,33.6491878,Clear,0.901063292
5/17/2020,780,A,33.88692627,Cloudy,0.450259134
5/17/2020,795,A,33.05344033,Cloudy,0.460991151
5/17/2020,810,A,33.727413,Clear,0.668269945
5/17/2020,825,A,34.05229864,Cloudy,0.598267815
5/17/2020,840,A,34.48483913,Clear,0.514718123
5/17/2020,855,A,34.30416453,Cloudy,0.448891619
5/17/2020,870,A,34.02411533,Cloudy,0.349495357
5/17/2020,885,A,34.14708273,Clear,0.745394548
5/17/2020,900,A,35.10977173,Clear,0.674833768
5/17/2020,915,A,35.25248613,Clear,0.496893363
5/17/2020,930,A,34.98165257,Clear,0.518091078
5/17/2020,945,A,34.6127872,Cloudy,0.288595126
5/17/2020,960,A,34.737508,Clear,0.466788223
5/17/2020,975,A,31.03193886,Clear,0.357368476
5/17/2020,990,A,29.56562293,Clear,0.309702417
5/17/2020,1005,A,29.36376953,Clear,0.263489342
5/17/2020,1020,A,28.75074867,Cloudy,0.142469256
5/17/2020,1035,A,28.2966472,Cloudy,0.118851139
5/17/2020,1050,A,27.60173907,Clear,0.097608831
5/17/2020,1065,A,26.7289,Clear,0.062560076
5/17/2020,1080,A,26.35418707,Cloudy,0.022920734
5/17/2020,1095,A,26.1361226,Cloudy,0.009676652
5/17/2020,1110,A,26.14108673,Cloudy,0
5/17/2020,1125,A,25.9966144,Cloudy,0
5/17/2020,1140,A,25.8602378,Cloudy,0
5/17/2020,1155,A,25.98387433,Cloudy,0
5/17/2020,1170,A,25.90812167,Cloudy,0
5/17/2020,1185,A,25.81638657,Cloudy,0
5/17/2020,1200,A,25.67117727,Clear,0
5/17/2020,1215,A,25.50143227,Clear,0
5/17/2020,1230,A,25.29024047,Clear,0
5/17/2020,1245,A,25.28608,Clear,0
5/17/2020,1260,A,25.3820984,Clear,0
5/17/2020,1275,A,22.50401007,Clear,0
5/17/2020,1290,A,21.50778593,Clear,0
5/17/2020,1305,A,21.29480636,Clear,0
5/17/2020,1320,A,21.23754673,Clear,0
5/17/2020,1335,A,21.26081347,Clear,0
5/17/2020,1350,A,21.314433,Clear,0
5/17/2020,1365,A,21.31589153,Clear,0
5/17/2020,1380,A,21.2205322,Clear,0
5/17/2020,1395,A,21.21657507,Clear,0
5/17/2020,1410,A,21.273112,Clear,0
5/17/2020,1425,A,21.20941829,Clear,0
5/18/2020,0,A,21.1556906,Clear,0
5/18/2020,15,A,21.0414368,Clear,0
5/18/2020,30,A,21.14206753,Clear,0
5/18/2020,45,A,21.13725773,Clear,0
5/18/2020,60,A,21.07079267,Clear,0
5/18/2020,75,A,20.98966467,Clear,0
5/18/2020,90,A,20.983842,Clear,0
5/18/2020,105,A,21.02700587,Clear,0
5/18/2020,120,A,20.96934314,Clear,0
5/18/2020,135,A,21.00723073,Clear,0
5/18/2020,150,A,21.13065793,Clear,0
5/18/2020,165,A,21.2112,Clear,0
5/18/2020,180,A,21.25834353,Clear,0
5/18/2020,195,A,21.35109453,Clear,0
5/18/2020,210,A,21.37037567,Clear,0
5/18/2020,225,A,21.3891804,Clear,0
5/18/2020,240,A,21.4589906,Clear,0
5/18/2020,255,A,21.18773193,Clear,0
5/18/2020,270,A,21.03696543,Clear,0
5/18/2020,285,A,20.96152547,Clear,0
5/18/2020,300,A,21.00024833,Clear,0
5/18/2020,315,A,21.12766127,Clear,0
5/18/2020,330,A,21.19439307,Clear,0
5/18/2020,345,A,21.26538713,Cloudy,0
5/18/2020,360,A,21.30836173,Clear,0.006260343
5/18/2020,375,A,21.43149827,Clear,0.027449387
5/18/2020,390,A,21.61032329,Clear,0.054374808
5/18/2020,405,A,21.6726298,Clear,0.082546352
5/18/2020,420,A,21.8345074,Cloudy,0.12155644
5/18/2020,435,A,22.19873053,Clear,0.193255577
5/18/2020,450,A,22.69612427,Clear,0.247708422
5/18/2020,465,A,23.10963947,Cloudy,0.125890619
5/18/2020,480,A,23.23228947,Cloudy,0.09113915
5/18/2020,495,A,23.33721907,Cloudy,0.099323179
5/18/2020,510,A,23.50864867,Cloudy,0.130669488
5/18/2020,525,A,23.5459355,Cloudy,0.138109064
5/18/2020,540,A,23.7412598,Cloudy,0.125891857
5/18/2020,555,A,23.763322,Cloudy,0.123621337
5/18/2020,570,A,23.76201373,Cloudy,0.107409353
5/18/2020,585,A,23.76213573,Cloudy,0.109998216
5/18/2020,600,A,23.8746256,Cloudy,0.12565279
5/18/2020,615,A,23.838385,Cloudy,0.159586723
5/18/2020,630,A,24.00694767,Cloudy,0.229534351
5/18/2020,645,A,24.32454136,Cloudy,0.406315341
5/18/2020,660,A,24.86980793,Cloudy,0.459653365
5/18/2020,675,A,25.1295838,Cloudy,0.508830626
5/18/2020,690,A,25.28966667,Cloudy,0.369615411
5/18/2020,705,A,25.21516727,Cloudy,0.443946766
5/18/2020,720,A,25.70663053,Cloudy,0.587139417
5/18/2020,735,A,26.31050207,Cloudy,0.627499678
5/18/2020,750,A,26.84059667,Cloudy,0.621307463
5/18/2020,765,A,26.93235467,Cloudy,0.580243626
5/18/2020,780,A,27.01900433,Cloudy,0.571740014
5/18/2020,795,A,27.12312521,Clear,0.689738933
5/18/2020,810,A,27.371873,Clear,0.796597068
5/18/2020,825,A,27.86127913,Clear,0.897717588
5/18/2020,840,A,28.36710007,Clear,0.643970549
5/18/2020,855,A,27.71798707,Cloudy,0.352194464
5/18/2020,870,A,27.39025473,Cloudy,0.462701783
5/18/2020,885,A,27.21775093,Cloudy,0.452934706
5/18/2020,900,A,27.2929586,Clear,0.556641612
5/18/2020,915,A,27.22515273,Clear,0.549770594
5/18/2020,930,A,27.56823729,Clear,0.529094368
5/18/2020,945,A,27.81418253,Clear,0.49549612
5/18/2020,960,A,27.82351667,Clear,0.417214581
5/18/2020,975,A,27.47942707,Cloudy,0.292440023
5/18/2020,990,A,27.23083093,Cloudy,0.268058872
5/18/2020,1005,A,27.04886893,Cloudy,0.202322793
5/18/2020,1020,A,26.624064,Cloudy,0.157540406
5/18/2020,1035,A,26.43403727,Cloudy,0.11813146
5/18/2020,1050,A,26.11982736,Cloudy,0.081948064
5/18/2020,1065,A,25.6725036,Cloudy,0.052312388
5/18/2020,1080,A,25.25038867,Cloudy,0.03083349
5/18/2020,1095,A,24.9734254,Cloudy,0.013249036
5/18/2020,1110,A,24.74629313,Cloudy,0.0006243
5/18/2020,1125,A,24.62904473,Cloudy,0
5/18/2020,1140,A,24.54129027,Cloudy,0
5/18/2020,1155,A,24.49840287,Cloudy,0
5/18/2020,1170,A,24.46612553,Cloudy,0
5/18/2020,1185,A,24.412616,Cloudy,0
5/18/2020,1200,A,24.3377575,Clear,0
5/18/2020,1215,A,24.16977133,Clear,0
5/18/2020,1230,A,24.05134873,Clear,0
5/18/2020,1245,A,23.8982564,Clear,0
5/18/2020,1260,A,23.72655033,Clear,0
5/18/2020,1275,A,23.63282467,Clear,0
5/18/2020,1290,A,23.64455967,Clear,0
5/18/2020,1305,A,23.30395107,Clear,0
5/18/2020,1320,A,23.08884287,Clear,0
5/18/2020,1335,A,22.91332114,Clear,0
5/18/2020,1350,A,22.8502136,Clear,0
5/18/2020,1365,A,22.8157798,Clear,0
5/18/2020,1380,A,22.78746947,Clear,0
5/18/2020,1395,A,22.8566712,Clear,0
5/18/2020,1410,A,22.75057587,Clear,0
5/18/2020,1425,A,22.62100427,Clear,0
5/19/2020,0,A,22.6109822,Clear,0
5/19/2020,15,A,22.54899814,Clear,0
5/19/2020,30,A,22.55304973,Clear,0
5/19/2020,45,A,22.56621713,Clear,0
5/19/2020,60,A,22.6252198,Clear,0
5/19/2020,75,A,22.59546307,Clear,0
5/19/2020,90,A,22.5935506,Clear,0
5/19/2020,105,A,22.701711,Clear,0
5/19/2020,120,A,22.759263,Clear,0
5/19/2020,135,A,22.81407379,Clear,0
5/19/2020,150,A,22.8776184,Clear,0
5/19/2020,165,A,22.93003147,Clear,0
5/19/2020,180,A,22.95343633,Clear,0
5/19/2020,195,A,23.00230913,Clear,0
5/19/2020,210,A,23.0468344,Clear,0
5/19/2020,225,A,23.070223,Clear,0
5/19/2020,240,A,23.08274327,Clear,0
5/19/2020,255,A,23.19221279,Clear,0
5/19/2020,270,A,23.21819867,Clear,0
5/19/2020,285,A,23.2693624,Clear,0
5/19/2020,300,A,23.35167647,Clear,0
5/19/2020,315,A,23.34258833,Clear,0
5/19/2020,330,A,23.19291173,Clear,0
5/19/2020,345,A,23.14720047,Cloudy,0
5/19/2020,360,A,23.2813864,Cloudy,0
5/19/2020,375,A,23.34448021,Cloudy,0.007344197
5/19/2020,390,A,23.42726453,Cloudy,0.01296166
5/19/2020,405,A,23.5877664,Cloudy,0.056551188
5/19/2020,420,A,24.034554,Clear,0.18313795
5/19/2020,435,A,24.50535293,Clear,0.188555984
5/19/2020,450,A,24.80741787,Cloudy,0.186546827
5/19/2020,465,A,25.04675513,Cloudy,0.237797657
5/19/2020,480,A,25.17937227,Cloudy,0.123403328
5/19/2020,495,A,25.18879693,Cloudy,0.182989308
5/19/2020,510,A,25.61507167,Cloudy,0.316242704
5/19/2020,525,A,25.79166053,Cloudy,0.264128507
5/19/2020,540,A,26.1215332,Cloudy,0.403427953
5/19/2020,555,A,26.49552187,Cloudy,0.468036824
5/19/2020,570,A,27.32275993,Clear,0.61600215
5/19/2020,585,A,27.51964327,Cloudy,0.456234578
5/19/2020,600,A,27.60525313,Cloudy,0.462545708
5/19/2020,615,A,27.712921,Cloudy,0.552941643
5/19/2020,630,A,27.89099327,Cloudy,0.473592352
5/19/2020,645,A,27.81567373,Cloudy,0.624686611
5/19/2020,660,A,28.1994974,Clear,0.733882156
5/19/2020,675,A,28.47857053,Cloudy,0.489778324
5/19/2020,690,A,28.08173375,Cloudy,0.288669448
5/19/2020,750,A,29.64466367,Clear,0.593917533
5/19/2020,765,A,29.9514374,Clear,0.798133045
5/19/2020,780,A,30.1058454,Cloudy,0.674620713
5/19/2020,795,A,29.9082072,Cloudy,0.549375452
5/19/2020,810,A,29.60315553,Cloudy,0.55844143
5/19/2020,825,A,29.98547573,Clear,0.719358507
5/19/2020,840,A,29.9116638,Cloudy,0.606859374
5/19/2020,855,A,30.11147636,Clear,0.671148663
5/19/2020,870,A,30.29932047,Clear,0.733235559
5/19/2020,885,A,30.368632,Clear,0.701496586
5/19/2020,900,A,30.22064013,Cloudy,0.511916205
5/19/2020,915,A,30.03545133,Cloudy,0.413035238
5/19/2020,930,A,29.78514187,Cloudy,0.474250097
5/19/2020,945,A,29.76168613,Cloudy,0.390785875
5/19/2020,960,A,29.7693278,Clear,0.455709373
5/19/2020,975,A,29.91129607,Clear,0.328295165
5/19/2020,1200,A,22.38878387,Clear,0
5/19/2020,1215,A,22.85917553,Clear,0
5/19/2020,1230,A,23.40488067,Clear,0
5/19/2020,1245,A,23.8672628,Clear,0
5/19/2020,1260,A,24.02257421,Clear,0
5/19/2020,1275,A,24.0037862,Clear,0
5/19/2020,1290,A,23.94289547,Clear,0
5/19/2020,1305,A,23.8231872,Clear,0
5/19/2020,1320,A,23.6713298,Clear,0
5/19/2020,1335,A,23.7010498,Clear,0
5/19/2020,1350,A,23.56072993,Clear,0
5/19/2020,1365,A,23.3931456,Clear,0
5/19/2020,1380,A,23.23081673,Clear,0
5/19/2020,1395,A,22.91665021,Clear,0
5/19/2020,1410,A,22.7879172,Clear,0
5/19/2020,1425,A,22.63849287,Clear,0
5/20/2020,0,A,22.46528513,Clear,0
5/20/2020,15,A,22.2552064,Clear,0
5/20/2020,30,A,22.21713867,Clear,0
5/20/2020,45,A,22.22257087,Clear,0
5/20/2020,60,A,22.19119053,Clear,0
5/20/2020,75,A,22.18174964,Clear,0
5/20/2020,90,A,22.11587533,Clear,0
5/20/2020,105,A,22.15591827,Clear,0
5/20/2020,120,A,22.17514033,Clear,0
5/20/2020,135,A,21.9675416,Clear,0
5/20/2020,150,A,21.9609742,Clear,0
5/20/2020,165,A,21.9418578,Clear,0
5/20/2020,180,A,21.921218,Clear,0
5/20/2020,195,A,22.00941686,Clear,0
5/20/2020,210,A,22.00979013,Clear,0
5/20/2020,225,A,22.108852,Clear,0
5/20/2020,240,A,22.13360207,Clear,0
5/20/2020,255,A,22.15695393,Clear,0
5/20/2020,270,A,22.11961067,Clear,0
5/20/2020,285,A,22.07885747,Clear,0
5/20/2020,300,A,21.985909,Clear,0
5/20/2020,315,A,22.0098816,Clear,0
5/20/2020,330,A,21.88361693,Clear,0
5/20/2020,345,A,21.50681967,Cloudy,0
5/20/2020,360,A,21.3480144,Clear,0.008896277
5/20/2020,375,A,21.70994887,Clear,0.033791484
5/20/2020,390,A,21.99652107,Clear,0.054253416
5/20/2020,405,A,22.1559958,Cloudy,0.074202531
5/20/2020,420,A,22.4990804,Clear,0.126117299
5/20/2020,435,A,22.93633213,Clear,0.193334853
5/20/2020,450,A,23.43454843,Clear,0.259173744
5/20/2020,465,A,23.92114047,Clear,0.322572414
5/20/2020,480,A,24.47114867,Clear,0.387274187
5/20/2020,495,A,25.12465207,Clear,0.438553506
5/20/2020,510,A,25.5624634,Clear,0.500698621
5/20/2020,525,A,26.21255687,Clear,0.513816357
5/20/2020,540,A,26.4731404,Clear,0.576129934
5/20/2020,555,A,26.9201314,Clear,0.610634903
5/20/2020,570,A,27.20111693,Clear,0.634288942
5/20/2020,585,A,27.84349714,Clear,0.692071388
5/20/2020,600,A,28.0775878,Clear,0.732551802
5/20/2020,615,A,28.2830628,Clear,0.795731224
5/20/2020,630,A,28.75250447,Clear,0.788362253
5/20/2020,645,A,28.98598433,Clear,0.794890153
5/20/2020,660,A,29.31593827,Clear,0.828842667
5/20/2020,675,A,29.73526193,Clear,0.86815004
5/20/2020,690,A,29.88298327,Clear,0.898457086
5/20/2020,705,A,30.19451907,Clear,0.88647647
5/20/2020,720,A,30.52134807,Clear,0.901532756
5/20/2020,735,A,30.92911621,Clear,0.918494148
5/20/2020,750,A,31.2991598,Clear,0.90988277
5/20/2020,765,A,31.34249067,Clear,0.875972372
5/20/2020,780,A,31.39369707,Clear,0.836059279
5/20/2020,795,A,31.52517982,Clear,0.872563495
5/20/2020,1050,A,29.3095095,Clear,0.127773429
5/20/2020,1065,A,28.99113573,Clear,0.109420986
5/20/2020,1080,A,28.52429807,Clear,0.060513759
5/20/2020,1095,A,27.9674928,Clear,0.026636806
5/20/2020,1110,A,27.51042893,Clear,0.004621555
5/20/2020,1125,A,27.11209979,Cloudy,0
5/20/2020,1140,A,26.715222,Cloudy,0
5/20/2020,1155,A,26.32090453,Cloudy,0
5/20/2020,1170,A,26.05849193,Cloudy,0
5/20/2020,1185,A,25.84102367,Cloudy,0
5/20/2020,1200,A,25.68150633,Clear,0
5/20/2020,1215,A,25.51622313,Clear,0
5/20/2020,1230,A,25.28251947,Clear,0
5/20/2020,1245,A,25.09930633,Clear,0
5/20/2020,1260,A,24.91609843,Clear,0
5/20/2020,1275,A,24.82086373,Clear,0
5/20/2020,1290,A,24.7004862,Clear,0
5/20/2020,1305,A,24.49919564,Clear,0
5/20/2020,1320,A,24.3762818,Clear,0
5/20/2020,1335,A,24.23611047,Clear,0
5/20/2020,1350,A,24.14549036,Clear,0
5/20/2020,1365,A,24.003129,Clear,0
5/21/2020,465,A,23.53055364,Clear,0.250066889
5/21/2020,480,A,23.96825553,Clear,0.364965862
5/21/2020,495,A,24.44770507,Clear,0.4294578
5/21/2020,510,A,25.05856327,Clear,0.496397887
5/21/2020,525,A,25.4833456,Clear,0.55527162
5/21/2020,540,A,26.1862182,Clear,0.595255319
5/21/2020,555,A,26.82428843,Clear,0.596943654
5/21/2020,570,A,27.48974807,Clear,0.718272175
5/21/2020,585,A,27.690804,Clear,0.738368694
5/21/2020,600,A,28.20780033,Clear,0.546549998
5/21/2020,615,A,28.12987687,Cloudy,0.472882582
5/21/2020,630,A,28.65709027,Clear,0.687553883
5/21/2020,645,A,28.85416453,Clear,0.720571185
5/21/2020,660,A,29.207837,Clear,0.843455501
5/21/2020,675,A,29.59773043,Clear,0.973789303
5/21/2020,690,A,30.12836307,Clear,0.852328243
